no,category,subcategory,level,question,A,B,C,D,correct,explanation,terms
251,I. CAD / 3D Modeling,CAD,Intermediate,Healing geometry dùng để làm gì?,Sửa/khắc phục vấn đề hình học khi trao đổi hoặc mô hình hóa,Đổi vật liệu,Tạo PMI,Đo độ cứng,A,Healing giúp xử lý lỗi topology/gaps...,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
252,I. CAD / 3D Modeling,CAD,Intermediate,Compare 3D model dùng để làm gì?,Phát hiện khác biệt hình học giữa hai phiên bản/mô hình,Đo Ra,Tạo ren,Đổi revision tự động,A,3D comparison hỗ trợ kiểm tra thay đổi hình học.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
253,I. CAD / 3D Modeling,CAD,Intermediate,"Khi derivative model được tạo từ customer master, điều quan trọng là gì?",Traceability về master part/revision và kiểm soát thay đổi,Xóa master,Sửa master tự do,Không cần lưu revision,A,Derivative data cần truy xuất được nguồn và revision.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
254,J. MBD / 3D PDF / PMI,MBD,Advanced,MBD là viết tắt của gì?,Model Based Definition,Machine Based Drawing,Material Based Data,Model Basic Dimension,A,MBD = Model Based Definition.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
255,J. MBD / 3D PDF / PMI,MBD,Advanced,Mục tiêu chính của MBD là gì?,Dùng mô hình 3D và thông tin sản phẩm liên quan làm nguồn định nghĩa sản phẩm thay vì phụ thuộc hoàn toàn vào drawing 2D,Chỉ tạo ảnh 3D,Thay CNC bằng PDF,Chỉ giảm dung lượng file,A,MBD đưa product definition vào mô hình và PMI/dữ liệu liên quan.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
256,J. MBD / 3D PDF / PMI,PMI,Advanced,PMI là viết tắt của gì?,Product Manufacturing Information,Product Material Index,Process Measurement Instruction,Part Model Input,A,PMI = Product Manufacturing Information.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
257,J. MBD / 3D PDF / PMI,PMI,Advanced,PMI có thể bao gồm gì?,"Kích thước, GD&T, datum, surface finish, notes và yêu cầu sản xuất/kiểm tra",Chỉ màu,Chỉ tên file,Chỉ revision,A,PMI có thể chứa nhiều thông tin định nghĩa sản phẩm.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
258,J. MBD / 3D PDF / PMI,3D PDF,Advanced,3D PDF có thể dùng để làm gì trong MBD?,Hiển thị mô hình 3D và PMI/annotation trong tài liệu dễ chia sẻ,Chỉ lưu ảnh 2D,Chỉ lập trình CNC,Thay CMM,A,3D PDF có thể là một phương tiện phân phối product definition.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
259,J. MBD / 3D PDF / PMI,3D PDF,Advanced,"Nếu 3D PDF chứa PMI, người dùng có thể xem gì?","Kích thước, GD&T, datum và các annotation được xuất vào PDF",Chỉ hình dáng,Chỉ material cert,Chỉ revision,A,PMI hiển thị phụ thuộc nội dung được tác giả đưa vào file.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
260,J. MBD / 3D PDF / PMI,STEP,Advanced,STEP trong trao đổi CAD chủ yếu phục vụ gì?,Trao đổi hình học và dữ liệu sản phẩm giữa hệ CAD,Thay PDF hoàn toàn,Chỉ lưu ảnh,Chỉ lưu email,A,STEP là tiêu chuẩn trao đổi dữ liệu sản phẩm.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
261,J. MBD / 3D PDF / PMI,STEP AP214,Advanced,AP214 liên quan đến gì?,Một application protocol trong STEP cho dữ liệu core/product information và trao đổi CAD theo phạm vi tiêu chuẩn,Một loại dao,Một loại vật liệu,Một kiểu CMM,A,AP214 là một application protocol của ISO 10303.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
262,J. MBD / 3D PDF / PMI,Authority dataset,Advanced,Authority dataset trong MBD có ý nghĩa gì?,Bộ dữ liệu được xác định là nguồn có thẩm quyền để định nghĩa sản phẩm theo quy định dự án,File cá nhân chưa kiểm soát,Ảnh chụp màn hình,File tạm,A,Authority data phải được xác định và kiểm soát.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
263,J. MBD / 3D PDF / PMI,MBD,Advanced,"Nếu 3D model là authority geometry, có được tự ý thay đổi geometry không?","Không, nếu không có quyền/qui trình thay đổi được phê duyệt",Có,Luôn được,Chỉ cần đổi tên,A,Master/authority data phải được bảo vệ khỏi thay đổi trái phép.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
264,J. MBD / 3D PDF / PMI,PMI,Advanced,Semantic PMI là gì?,PMI có cấu trúc/ngữ nghĩa máy có thể đọc để hiểu ý nghĩa kỹ thuật,PMI chỉ là ảnh,PMI không có dữ liệu,PMI là màu,A,Semantic PMI mang ý nghĩa dữ liệu có cấu trúc.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
265,J. MBD / 3D PDF / PMI,PMI,Advanced,Graphical PMI khác semantic PMI cơ bản ở đâu?,Graphical chủ yếu biểu diễn trực quan; semantic có thông tin có cấu trúc để phần mềm hiểu,Hai cái luôn giống,Graphical không nhìn thấy,Semantic chỉ là ảnh,A,Semantic PMI hỗ trợ downstream automation tốt hơn.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
266,J. MBD / 3D PDF / PMI,MBD,Advanced,Một MBD dataset thiếu thông tin cần thiết để sản xuất. Nên làm gì?,Xác nhận/clarify nguồn có thẩm quyền thay vì tự suy đoán,Tự đoán,Bỏ qua,Tự sửa master,A,Không nên suy diễn yêu cầu sản phẩm.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
267,J. MBD / 3D PDF / PMI,PMI,Advanced,"Nếu PMI của datum A không rõ ràng, hành động phù hợp là gì?",Xác nhận yêu cầu từ nguồn kiểm soát,Tự chọn mặt dễ gá,Xóa datum,Chỉ dùng hình học,A,Datum là yêu cầu chức năng nên phải được xác nhận.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
268,J. MBD / 3D PDF / PMI,3D PDF,Advanced,Một 3D PDF có thể chứa nhiều saved views không?,"Có, tùy phần mềm/cách xuất",Không bao giờ,Chỉ một view,Chỉ 2D,A,Saved views là tính năng thường dùng để trình bày PMI theo vùng/ý định.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
269,J. MBD / 3D PDF / PMI,3D PDF,Advanced,Section view trong 3D PDF giúp gì?,Quan sát cấu tạo bên trong mô hình,Tạo revision,Đo độ cứng,Đổi vật liệu,A,Section view giúp nhìn bên trong.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
270,J. MBD / 3D PDF / PMI,PMI,Advanced,"Khi PMI có nhiều view, tại sao cần kiểm tra từng view?",Đảm bảo tất cả yêu cầu/annotation cần thiết được hiển thị và không bị thiếu,Chỉ để đẹp,Không cần,Để đổi material,A,MBD phụ thuộc vào nội dung PMI được phân bố trong các view.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
271,J. MBD / 3D PDF / PMI,MBD,Advanced,"Nếu 3D geometry và PMI không nhất quán, rủi ro là gì?",Gia công/kiểm tra sai yêu cầu,Chỉ ảnh hưởng màu,Không ảnh hưởng,Chỉ ảnh hưởng PDF size,A,Mâu thuẫn giữa geometry và PMI có thể gây sai sản phẩm.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
272,J. MBD / 3D PDF / PMI,Traceability,Advanced,Traceability của derivative MBD data nên liên kết với gì?,"Customer part number, customer revision và nguồn master",Chỉ tên file nội bộ,Chỉ người tạo,Chỉ ngày tạo,A,Traceability cần đủ thông tin để truy ngược nguồn.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
273,J. MBD / 3D PDF / PMI,Derivative,Advanced,Derivative data là gì?,Dữ liệu được tạo/chuyển đổi/thay đổi từ master data theo quy trình,Master data nguyên bản,File không liên quan,Email,A,Derivative data phát sinh từ master theo hoạt động được kiểm soát.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
274,J. MBD / 3D PDF / PMI,Derivative,Advanced,Chuyển đổi STEP khách hàng sang tên/revision nội bộ nhưng không sửa geometry được xem là gì?,Derivative data nếu hệ thống quản lý xác định như vậy,Luôn master,Không phải dữ liệu,Revision khách hàng,A,Bản sao/chuyển đổi nội bộ vẫn là derivative nếu phát sinh từ master.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
275,J. MBD / 3D PDF / PMI,Master,Advanced,Master data khách hàng nên được lưu thế nào?,"Theo hệ thống lưu trữ kiểm soát, hạn chế quyền sửa/xóa trái phép",Trên desktop cá nhân,Gửi qua chat,Không cần backup,A,Master data cần kiểm soát truy cập và toàn vẹn.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
276,J. MBD / 3D PDF / PMI,Revision,Advanced,Customer revision và internal derivative revision có nhất thiết luôn giống nhau không?,Không,Luôn giống,Luôn khác,Không có revision,A,Revision nội bộ có thể thay đổi theo quy trình nội bộ ngay cả khi customer revision không đổi.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
277,J. MBD / 3D PDF / PMI,MBD,Advanced,"Khi customer revision thay đổi, điều gì cần kiểm tra?","Ảnh hưởng đến geometry, PMI, derivative data, quy trình và sản phẩm liên quan",Chỉ tên file,Chỉ màu,Không cần kiểm tra,A,Revision change cần đánh giá impact.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
278,J. MBD / 3D PDF / PMI,PMI,Advanced,Một PMI dimension bị che trong view có thể gây rủi ro gì?,Người dùng bỏ sót yêu cầu,Tăng độ cứng,Đổi material,Tự sửa revision,A,PMI không rõ/không thấy có thể dẫn đến bỏ sót yêu cầu.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
279,J. MBD / 3D PDF / PMI,3D PDF,Advanced,3D PDF có phải luôn là dữ liệu hình học gốc có thể chỉnh sửa như CAD không?,Không,Có,Luôn là native CAD,Luôn chứa feature tree đầy đủ,A,3D PDF chủ yếu là phương tiện phân phối/xem; không đồng nghĩa native CAD.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
280,J. MBD / 3D PDF / PMI,STEP,Advanced,STEP và 3D PDF có cùng mục đích hoàn toàn không?,Không,Có,Luôn thay thế nhau,Chỉ khác tên,A,STEP thiên về trao đổi dữ liệu CAD; 3D PDF thiên về trình bày/phân phối và PMI tùy dataset.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
281,J. MBD / 3D PDF / PMI,PMI,Advanced,"Khi sử dụng MBD cho inspection, PMI nào đặc biệt quan trọng?","Datum, basic dimensions, GD&T và kích thước/requirements liên quan",Chỉ màu,Chỉ file size,Chỉ tên người tạo,A,Đây là các thông tin trực tiếp phục vụ định nghĩa và kiểm tra.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
282,J. MBD / 3D PDF / PMI,MBD,Advanced,"Nếu model không thể hiện một kích thước nhưng requirement tồn tại trong PMI/authority data khác, nên xử lý thế nào?","Theo nguồn authority và quy trình xác nhận dữ liệu, không tự suy đoán",Đo model rồi tự tạo,Bỏ qua,Tự sửa master,A,Cần dùng nguồn có thẩm quyền.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
283,J. MBD / 3D PDF / PMI,PMI,Advanced,PMI có thể được dùng cho manufacturing và inspection không?,Có,Không,Chỉ marketing,Chỉ rendering,A,PMI được dùng để truyền yêu cầu sản xuất và kiểm tra.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
284,J. MBD / 3D PDF / PMI,MBD,Advanced,Một internal 2D drawing được tạo từ customer MBD có thể là gì?,Derivative production reference nếu quy trình nội bộ quy định,Customer master mặc định,Không cần revision,Luôn authority customer,A,Tài liệu nội bộ tạo từ master cần được kiểm soát như derivative.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
285,J. MBD / 3D PDF / PMI,MBD,Advanced,"Khi chuyển inch sang mm trong derivative data, điều quan trọng nhất là gì?","Kiểm soát chuyển đổi, kiểm tra giá trị và traceability về master",Chỉ đổi đơn vị trên title,Không cần kiểm tra,Xóa dữ liệu gốc,A,Unit conversion có thể gây sai số và phải được kiểm tra.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
286,J. MBD / 3D PDF / PMI,MBD,Advanced,"Nếu customer MBD thiếu section view cần cho gia công/kiểm tra, nhân viên nên làm gì?",Xác nhận yêu cầu hoặc tạo derivative view theo quy trình mà không thay đổi authority master,Tự sửa master,Bỏ qua,Tự đoán,A,Có thể tạo dữ liệu nội bộ bổ sung nếu được kiểm soát.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
287,J. MBD / 3D PDF / PMI,MBD,Advanced,"Khi phát hành derivative data, cần kiểm soát gì?","Review, approval, revision/status và traceability",Chỉ tên file,Chỉ người tạo,Chỉ ngày,A,Phát hành dữ liệu derivative cần kiểm soát trạng thái và truy xuất.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; 3D PDF = tài liệu PDF 3D
288,GD&T,Tình huống thực tế,Advanced,"Một lỗ Ø10.00–10.10 có position Ø0.05(M). Nếu actual = Ø10.08, bonus tolerance là bao nhiêu?",0.00,0.08,0.05,0.13,B,MMC của lỗ là Ø10.00; bonus = 10.08−10.00 = 0.08.,GD&T = dung sai kích thước và hình học; datum = chuẩn; feature = đặc tính hình học; tolerance = dung sai
289,GD&T,Tình huống thực tế,Advanced,"Trong câu trước, tổng position tolerance khả dụng tại actual Ø10.08 là?",0.05,0.08,0.13,0.03,C,Tổng = stated 0.05 + bonus 0.08 = Ø0.13.,GD&T = dung sai kích thước và hình học; datum = chuẩn; feature = đặc tính hình học; tolerance = dung sai
290,Tolerance,Tình huống thực tế,Advanced,Một khoảng lắp có hole min 10.02 và shaft max 9.98. Clearance tối thiểu là?,0.02,0.04,0.06,0.00,B,Clearance min = hole min − shaft max = 10.02−9.98 = 0.04.,tolerance = dung sai; nominal = danh nghĩa; limit = giới hạn; fit = kiểu lắp
291,Tolerance,Tình huống thực tế,Advanced,Hole max 10.08 và shaft min 9.96. Clearance tối đa là?,0.08,0.12,0.14,0.04,B,Clearance max = 10.08−9.96 = 0.12.,tolerance = dung sai; nominal = danh nghĩa; limit = giới hạn; fit = kiểu lắp
292,GD&T,Tình huống thực tế,Advanced,Position Ø0.20(RFS) nghĩa là khi feature size thay đổi trong giới hạn kích thước thì geometric tolerance thay đổi thế nào?,Tự động tăng theo kích thước,Tự động giảm,Không đổi do RFS,Bằng 0,C,RFS không tạo bonus tolerance theo kích thước feature.,GD&T = dung sai kích thước và hình học; datum = chuẩn; feature = đặc tính hình học; tolerance = dung sai
293,GD&T,Tình huống thực tế,Advanced,"Một mặt phẳng có flatness 0.1. Nếu hai mặt phẳng song song bao quanh toàn bộ bề mặt cách nhau 0.1, yêu cầu đạt khi nào?",Khi toàn bộ bề mặt nằm giữa hai mặt phẳng đó,Khi có datum A,Khi Ra <0.1,Khi kích thước dài đúng,A,Đó là ý nghĩa của flatness tolerance zone.,GD&T = dung sai kích thước và hình học; datum = chuẩn; feature = đặc tính hình học; tolerance = dung sai
294,GD&T,Tình huống thực tế,Advanced,Datum A là mặt đáy chức năng để gá. Datum B là mặt bên để định hướng. Lựa chọn này thể hiện điều gì?,Datum được chọn theo chức năng định vị/lắp ráp,Datum chọn ngẫu nhiên,Datum chỉ để đo,Datum chỉ để đẹp,A,Datum nên phản ánh chức năng và phương pháp định vị.,GD&T = dung sai kích thước và hình học; datum = chuẩn; feature = đặc tính hình học; tolerance = dung sai
295,MBD,Tình huống thực tế,Advanced,"Customer cung cấp 3D PDF và STEP. Trước khi tạo derivative data, điều gì cần xác định?","Revision, authority/status và quan hệ giữa các dữ liệu",Chỉ màu PDF,Chỉ kích thước file,Chỉ tên người gửi,A,Cần xác định dữ liệu nào có thẩm quyền và revision nào hiện hành.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; master data = dữ liệu gốc; derivative data = dữ liệu phái sinh
296,MBD,Tình huống thực tế,Advanced,Bạn thấy STEP geometry đúng nhưng 3D PDF PMI có position khác. Hành động phù hợp nhất?,Dừng sử dụng phần mâu thuẫn và xác nhận nguồn authority,Chọn PMI nhỏ hơn,Chọn STEP vì 3D,Tự sửa PDF,A,Mâu thuẫn authority phải được giải quyết trước khi sử dụng.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; master data = dữ liệu gốc; derivative data = dữ liệu phái sinh
297,MBD,Tình huống thực tế,Advanced,Một internal derivative model được sửa geometry theo yêu cầu đã phê duyệt. Cần lưu gì?,"Revision/status, người tạo/reviewer/approval và traceability về master",Chỉ file cuối,Chỉ ảnh chụp,Không cần lịch sử,A,Derivative changes cần audit trail/traceability.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất; master data = dữ liệu gốc; derivative data = dữ liệu phái sinh
298,Inspection,Tình huống thực tế,Advanced,"Nếu drawing yêu cầu position Ø0.10(M) nhưng CMM report chỉ có X/Y deviation mà không có đánh giá position, có đủ bằng chứng không?",Không nhất thiết,Luôn đủ,Chỉ cần chữ ký,Chỉ cần ảnh,A,Cần bằng chứng đánh giá đúng yêu cầu position và datum.,technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
299,Inspection,Tình huống thực tế,Advanced,"Nếu một mặt có flatness 0.05, đo bằng CMM nhưng chương trình đánh giá sai datum A, kết quả có đáng tin không?",Không; flatness bản thân không cần datum nhưng setup/đánh giá phải đúng yêu cầu,Có,Luôn đúng,Chỉ cần kích thước,A,"Flatness không dùng datum, nên nếu chương trình gắn datum sai thì phải xem lại; nhưng bản thân flatness vẫn là form control.",technical term = thuật ngữ kỹ thuật; requirement = yêu cầu; inspection = kiểm tra
300,Tolerance,Tình huống thực tế,Advanced,Một kích thước 40±0.1 được đo 40.100 đúng giới hạn trên. Kết luận theo dung sai kích thước thông thường?,OK,NG,Chưa đủ vì bằng limit,Luôn NG,A,Giá trị đúng upper limit thường vẫn nằm trong vùng chấp nhận.,tolerance = dung sai; nominal = danh nghĩa; limit = giới hạn; fit = kiểu lắp
301,GD&T,Fundamentals,Intermediate,"Trong GD&T, feature nghĩa gần nhất là gì?",Đặc tính/đối tượng hình học,Vật liệu,Máy CNC,Người kiểm tra,A,Feature là đối tượng hình học được kiểm soát hoặc tham chiếu.,feature = đặc tính hình học; control = kiểm soát
302,GD&T,Fundamentals,Intermediate,Tolerance zone là gì?,Vùng không gian mà feature phải nằm trong đó,Vùng vật liệu,Vùng gia công,Vùng an toàn,A,Tolerance zone là vùng giới hạn cho phép của yêu cầu hình học.,tolerance zone = vùng dung sai; feature = đặc tính
303,GD&T,Form,Intermediate,Flatness 0.08 tạo vùng dung sai như thế nào?,Hai mặt phẳng song song cách nhau 0.08,Hai mặt phẳng vuông góc,Một hình cầu,Một trụ,A,Flatness tạo vùng gồm hai mặt phẳng song song.,flatness = độ phẳng; parallel = song song
304,GD&T,Form,Intermediate,Circularity kiểm soát điều gì?,Biên dạng tròn của từng tiết diện,Vị trí tâm so với datum,Độ song song,Độ nhám,A,Circularity kiểm soát hình dạng từng tiết diện tròn.,circularity = độ tròn; section = tiết diện
305,GD&T,Form,Advanced,Cylindricity khác circularity ở điểm nào?,Cylindricity kiểm soát toàn bộ bề mặt trụ,Cylindricity chỉ kiểm tra một tiết diện,Circularity luôn cần datum,Hai khái niệm giống nhau,A,Cylindricity kiểm soát toàn bộ bề mặt trụ.,cylindricity = độ trụ; surface = bề mặt
306,GD&T,Form,Intermediate,Straightness của line element kiểm soát gì?,Độ thẳng của phần tử đường,Độ vuông góc với datum,Đường kính,Độ nhám,A,Straightness kiểm soát độ thẳng theo cách áp dụng.,straightness = độ thẳng; line element = phần tử đường
307,GD&T,Orientation,Intermediate,Perpendicularity của surface kiểm soát gì?,Orientation của surface so với datum,Độ nhám,Đường kính,Màu,A,Perpendicularity kiểm soát quan hệ vuông góc với datum.,perpendicularity = độ vuông góc; datum = chuẩn
308,GD&T,Orientation,Intermediate,Parallelism của surface với datum A yêu cầu gì?,Bề mặt nằm trong vùng song song với datum A,Đường kính phải đúng,Không cần datum,Độ cứng,A,Parallelism kiểm soát orientation so với datum.,parallelism = độ song song; orientation = định hướng
309,GD&T,Orientation,Intermediate,Angularity dùng để kiểm soát gì?,Orientation theo một góc cơ bản xác định,Đường kính,Độ nhám,Khối lượng,A,Angularity kiểm soát orientation theo góc lý thuyết.,angularity = độ nghiêng; basic angle = góc cơ bản
310,GD&T,Location,Intermediate,Position của lỗ chủ yếu kiểm soát gì?,Vị trí và hướng của axis/feature,Độ nhám,Độ cứng,Màu,A,Position là control chính cho location của feature of size.,position = vị trí; axis = trục
311,GD&T,Location,Advanced,Position Ø0.20(M) của hole: hole lớn hơn MMC thì điều gì có thể xảy ra?,Có bonus tolerance,Dung sai giảm,Datum mất,Kích thước danh nghĩa đổi,A,Hole rời MMC có thể nhận bonus tolerance.,bonus tolerance = dung sai cộng thêm; MMC = điều kiện vật liệu lớn nhất
312,GD&T,Location,Advanced,RFS nghĩa là gì?,Regardless of Feature Size,Reference Feature Standard,Radial Form System,Required Feature Size,A,RFS không tạo bonus tolerance do thay đổi kích thước feature.,RFS = không phụ thuộc kích thước feature
313,GD&T,Limits,Advanced,MMC của shaft Ø9.90–10.00 là?,10.00,9.90,9.95,0,A,Shaft lớn nhất chứa nhiều vật liệu nhất.,shaft = trục; MMC = điều kiện vật liệu lớn nhất
314,GD&T,Limits,Advanced,LMC của hole Ø10.00–10.10 là?,10.10,10.00,10.05,0,A,Hole lớn nhất chứa ít vật liệu nhất.,hole = lỗ; LMC = điều kiện vật liệu nhỏ nhất
315,GD&T,Datums,Intermediate,Datum feature là gì?,Feature thực tế được chọn làm cơ sở thiết lập datum,Kích thước bất kỳ,Vật liệu,Tên máy đo,A,Datum feature là feature thực tế dùng để thiết lập datum.,datum feature = đặc tính chuẩn
316,GD&T,Datums,Advanced,Vì sao datum A-B-C quan trọng?,Thiết lập hệ tham chiếu và bậc tự do nhất quán,Đổi vật liệu,Đổi màu,Tăng tốc CNC,A,Datum reference frame xác lập cơ sở đánh giá hình học.,datum reference frame = hệ tham chiếu datum; degree of freedom = bậc tự do
317,GD&T,Profile,Intermediate,Profile of a surface kiểm soát gì?,Biên dạng của toàn bộ bề mặt,Chỉ độ phẳng,Chỉ đường kính,Chỉ vị trí tâm,A,Profile kiểm soát biên dạng theo vùng dung sai.,profile = biên dạng; surface = bề mặt
318,GD&T,Runout,Intermediate,Circular runout kiểm tra gì?,Biến thiên chỉ thị tại từng tiết diện khi quay,Độ phẳng toàn mặt,Độ cứng,Màu,A,Circular runout đánh giá biến thiên tại circular element khi quay.,circular runout = độ đảo tròn; indicator = đồng hồ chỉ thị
319,GD&T,Runout,Advanced,Total runout khác circular runout thế nào?,Kiểm soát toàn bộ bề mặt trong suốt phép quay,Chỉ một tiết diện,Chỉ kích thước,Chỉ độ nhám,A,Total runout kiểm soát toàn bộ surface khi quay.,total runout = độ đảo tổng
320,GD&T,Drawing,Intermediate,Feature Control Frame dùng để làm gì?,Thể hiện yêu cầu GD&T,Thể hiện vật liệu,Đặt tên file,Tạo toolpath,A,"FCF chứa symbol, tolerance, modifier và datum reference.",feature control frame = khung điều khiển đặc tính
321,GD&T,Drawing,Advanced,Basic dimension thường được thể hiện bằng gì?,Khung chữ nhật,Hình tròn,Tam giác,Gạch chéo,A,Basic dimension thường được đặt trong rectangular frame.,basic dimension = kích thước cơ bản
322,GD&T,Inspection,Advanced,Functional gage dùng để làm gì?,Mô phỏng điều kiện lắp/hoạt động để đánh giá pass/fail,Đo màu,Đo độ cứng,Tạo STEP,A,Functional gage đánh giá chức năng theo điều kiện thiết kế.,functional gage = dưỡng kiểm chức năng
323,Tolerance,Fundamentals,Intermediate,20.00 ±0.05 có upper limit là?,20.05,19.95,20.00,0.05,A,Upper limit = 20.00 + 0.05.,upper limit = giới hạn trên
324,Tolerance,Fundamentals,Intermediate,20.00 ±0.05 có lower limit là?,19.95,20.05,20.00,0.10,A,Lower limit = 20.00 − 0.05.,lower limit = giới hạn dưới
325,Tolerance,Fundamentals,Intermediate,20.00 +0.03/-0.01 có total tolerance là?,0.04,0.02,0.03,0.01,A,0.03 − (−0.01) = 0.04.,total tolerance = tổng dung sai; deviation = độ lệch
326,Tolerance,Fits,Intermediate,Clearance fit là gì?,Luôn có khe hở,Luôn có độ dôi,Có thể cả hai,Không có tolerance,A,Clearance fit tạo clearance dương theo giới hạn thiết kế.,clearance fit = lắp có khe hở
327,Tolerance,Fits,Intermediate,Interference fit là gì?,Luôn có độ dôi,Luôn có khe hở,Không có tolerance,Chỉ cho ren,A,Interference fit tạo độ dôi giữa mating features.,interference fit = lắp có độ dôi
328,Tolerance,Fits,Intermediate,Transition fit có thể cho kết quả nào?,Clearance hoặc interference tùy kích thước thực,Chỉ clearance,Chỉ interference,Không có giới hạn,A,Transition fit nằm giữa hai loại fit trên.,transition fit = lắp trung gian
329,Tolerance,Fits,Intermediate,Minimum clearance được tính thế nào?,Hole min − shaft max,Hole max − shaft min,Shaft max − hole min,Nominal − nominal,A,Đây là trường hợp xấu nhất để khe hở nhỏ nhất.,minimum clearance = khe hở nhỏ nhất
330,Tolerance,Fits,Intermediate,Maximum clearance được tính thế nào?,Hole max − shaft min,Hole min − shaft max,Shaft max − hole max,Nominal − nominal,A,Hole lớn nhất kết hợp shaft nhỏ nhất cho clearance lớn nhất.,maximum clearance = khe hở lớn nhất
331,Tolerance,Limits,Intermediate,MMC của hole thường là giới hạn nào?,Đường kính nhỏ nhất,Đường kính lớn nhất,Trung bình,Nominal,A,Hole nhỏ nhất chứa nhiều vật liệu nhất.,MMC = maximum material condition
332,Tolerance,Limits,Intermediate,LMC của shaft thường là giới hạn nào?,Đường kính nhỏ nhất,Đường kính lớn nhất,Trung bình,Nominal,A,Shaft nhỏ nhất chứa ít vật liệu nhất.,LMC = least material condition
333,MBD,Fundamentals,Intermediate,MBD là viết tắt của gì?,Model-Based Definition,Mechanical Basic Drawing,Material Based Data,Model Backup Document,A,MBD là phương pháp dùng model 3D làm nguồn định nghĩa sản phẩm cùng PMI.,MBD = định nghĩa dựa trên model
334,MBD,PMI,Intermediate,PMI là gì?,Product Manufacturing Information,Part Model Index,Production Material Input,Process Measurement Item,A,"PMI chứa dimensions, tolerances, GD&T, notes và thông tin sản xuất phù hợp.",PMI = thông tin sản xuất sản phẩm
