no,category,subcategory,level,question,A,B,C,D,correct,explanation,terms
271,J. MBD / 3D PDF / PMI,MBD,Advanced,"Nếu 3D geometry và PMI không nhất quán, rủi ro là gì?",Gia công/kiểm tra sai yêu cầu,Chỉ ảnh hưởng màu,PMI và datum,Chỉ ảnh hưởng PDF size,A,Mâu thuẫn giữa geometry và PMI có thể gây sai sản phẩm.,PMI = thông tin sản xuất sản phẩm
272,J. MBD / 3D PDF / PMI,Traceability,Advanced,Traceability của derivative MBD data nên liên kết với gì?,"Customer part number, customer revision và nguồn master",PMI và datum,Chỉ người tạo,Chỉ ngày tạo,A,Traceability cần đủ thông tin để truy ngược nguồn.,MBD = định nghĩa dựa trên model; traceability = khả năng truy xuất
273,J. MBD / 3D PDF / PMI,Derivative,Advanced,Derivative data là gì?,Dữ liệu được tạo/chuyển đổi/thay đổi từ master data theo quy trình,Master data nguyên bản,File không liên quan,Email,A,Derivative data phát sinh từ master theo hoạt động được kiểm soát.,derivative data = dữ liệu phái sinh
274,J. MBD / 3D PDF / PMI,Derivative,Advanced,Chuyển đổi STEP khách hàng sang tên/revision nội bộ nhưng không sửa geometry được xem là gì?,Derivative data nếu hệ thống quản lý xác định như vậy,PMI và datum,Không phải dữ liệu,Revision khách hàng,A,Bản sao/chuyển đổi nội bộ vẫn là derivative nếu phát sinh từ master.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất sản phẩm; authority data = dữ liệu có thẩm quyền
275,J. MBD / 3D PDF / PMI,Master,Advanced,Master data khách hàng nên được lưu thế nào?,"Theo hệ thống lưu trữ kiểm soát, hạn chế quyền sửa/xóa trái phép",Trên desktop cá nhân,Gửi qua chat,Không cần backup,A,Master data cần kiểm soát truy cập và toàn vẹn.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất sản phẩm; authority data = dữ liệu có thẩm quyền
276,J. MBD / 3D PDF / PMI,Revision,Advanced,Customer revision và internal derivative revision có nhất thiết luôn giống nhau không?,Không,PMI và datum,Customer part number và revision,Không có revision,A,Revision nội bộ có thể thay đổi theo quy trình nội bộ ngay cả khi customer revision không đổi.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất sản phẩm; authority data = dữ liệu có thẩm quyền
277,J. MBD / 3D PDF / PMI,MBD,Advanced,"Khi customer revision thay đổi, điều gì cần kiểm tra?","Ảnh hưởng đến geometry, PMI, derivative data, quy trình và sản phẩm liên quan",PMI và datum,Customer part number và revision,Không cần kiểm tra,A,Revision change cần đánh giá impact.,revision = phiên bản
278,J. MBD / 3D PDF / PMI,PMI,Advanced,Một PMI dimension bị che trong view có thể gây rủi ro gì?,Người dùng bỏ sót yêu cầu,Tăng độ cứng,Đổi material,PMI và datum,A,PMI không rõ/không thấy có thể dẫn đến bỏ sót yêu cầu.,PMI = thông tin sản xuất sản phẩm
279,J. MBD / 3D PDF / PMI,3D PDF,Advanced,3D PDF có phải luôn là dữ liệu hình học gốc có thể chỉnh sửa như CAD không?,Không,Có,PMI và datum,Customer part number và revision,A,3D PDF chủ yếu là phương tiện phân phối/xem; không đồng nghĩa native CAD.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất sản phẩm; authority data = dữ liệu có thẩm quyền
280,J. MBD / 3D PDF / PMI,STEP,Advanced,STEP và 3D PDF có cùng mục đích hoàn toàn không?,Không,Có,PMI và datum,Chỉ khác tên,A,STEP thiên về trao đổi dữ liệu CAD; 3D PDF thiên về trình bày/phân phối và PMI tùy dataset.,PMI = thông tin sản xuất sản phẩm
281,J. MBD / 3D PDF / PMI,PMI,Advanced,"Khi sử dụng MBD cho inspection, PMI nào đặc biệt quan trọng?","Datum, basic dimensions, GD&T và kích thước/requirements liên quan",PMI và datum,Chỉ file size,Chỉ tên người tạo,A,Đây là các thông tin trực tiếp phục vụ định nghĩa và kiểm tra.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất sản phẩm
282,J. MBD / 3D PDF / PMI,MBD,Advanced,"Nếu model không thể hiện một kích thước nhưng requirement tồn tại trong PMI/authority data khác, nên xử lý thế nào?","Theo nguồn authority và quy trình xác nhận dữ liệu, không tự suy đoán",Đo model rồi tự tạo,Bỏ qua,PMI và datum,A,Cần dùng nguồn có thẩm quyền.,PMI = thông tin sản xuất sản phẩm; authority data = dữ liệu có thẩm quyền
283,J. MBD / 3D PDF / PMI,PMI,Advanced,PMI có thể được dùng cho manufacturing và inspection không?,Có,Không,Chỉ marketing,Chỉ rendering,A,PMI được dùng để truyền yêu cầu sản xuất và kiểm tra.,PMI = thông tin sản xuất sản phẩm
284,J. MBD / 3D PDF / PMI,MBD,Advanced,Một internal 2D drawing được tạo từ customer MBD có thể là gì?,Derivative production reference nếu quy trình nội bộ quy định,Customer master mặc định,Không cần revision,PMI và datum,A,Tài liệu nội bộ tạo từ master cần được kiểm soát như derivative.,MBD = định nghĩa dựa trên model
285,J. MBD / 3D PDF / PMI,MBD,Advanced,"Khi chuyển inch sang mm trong derivative data, điều quan trọng nhất là gì?","Kiểm soát chuyển đổi, kiểm tra giá trị và traceability về master",Chỉ đổi đơn vị trên title,Không cần kiểm tra,Xóa dữ liệu gốc,A,Unit conversion có thể gây sai số và phải được kiểm tra.,derivative data = dữ liệu phái sinh
286,J. MBD / 3D PDF / PMI,MBD,Advanced,"Nếu customer MBD thiếu section view cần cho gia công/kiểm tra, nhân viên nên làm gì?",Xác nhận yêu cầu hoặc tạo derivative view theo quy trình mà không thay đổi authority master,PMI và datum,Bỏ qua,Tự đoán,A,Có thể tạo dữ liệu nội bộ bổ sung nếu được kiểm soát.,MBD = định nghĩa dựa trên model
287,J. MBD / 3D PDF / PMI,MBD,Advanced,"Khi phát hành derivative data, cần kiểm soát gì?","Review, approval, revision/status và traceability",PMI và datum,Chỉ người tạo,Chỉ ngày,A,Phát hành dữ liệu derivative cần kiểm soát trạng thái và truy xuất.,derivative data = dữ liệu phái sinh
288,GD&T,Tình huống thực tế,Advanced,"Một lỗ Ø10.00–10.10 có position Ø0.05(M). Nếu actual = Ø10.08, bonus tolerance là bao nhiêu?",0.00,0.08,0.05,0.13,B,MMC của lỗ là Ø10.00; bonus = 10.08−10.00 = 0.08.,MMC = điều kiện vật liệu lớn nhất
289,GD&T,Tình huống thực tế,Advanced,"Trong câu trước, tổng position tolerance khả dụng tại actual Ø10.08 là?",0.05,0.08,0.13,0.03,C,Tổng = stated 0.05 + bonus 0.08 = Ø0.13.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
290,Tolerance,Tình huống thực tế,Advanced,Một khoảng lắp có hole min 10.02 và shaft max 9.98. Clearance tối thiểu là?,0.02,0.04,0.06,0.00,B,Clearance min = hole min − shaft max = 10.02−9.98 = 0.04.,tolerance = dung sai kích thước; nominal = kích thước danh nghĩa; limit = giới hạn kích thước
291,Tolerance,Tình huống thực tế,Advanced,Hole max 10.08 và shaft min 9.96. Clearance tối đa là?,0.08,0.12,0.14,0.04,B,Clearance max = 10.08−9.96 = 0.12.,tolerance = dung sai kích thước; nominal = kích thước danh nghĩa; limit = giới hạn kích thước
292,GD&T,Tình huống thực tế,Advanced,Position Ø0.20(RFS) nghĩa là khi feature size thay đổi trong giới hạn kích thước thì geometric tolerance thay đổi thế nào?,Tự động tăng theo kích thước,Tự động giảm,Không đổi do RFS,Bằng 0,C,RFS không tạo bonus tolerance theo kích thước feature.,feature = đặc tính hình học
293,GD&T,Tình huống thực tế,Advanced,"Một mặt phẳng có flatness 0.1. Nếu hai mặt phẳng song song bao quanh toàn bộ bề mặt cách nhau 0.1, yêu cầu đạt khi nào?",Khi toàn bộ bề mặt nằm giữa hai mặt phẳng đó,Khi có datum A,Khi Ra <0.1,Khi kích thước dài đúng,A,Đó là ý nghĩa của flatness tolerance zone.,tolerance zone = vùng dung sai
294,GD&T,Tình huống thực tế,Advanced,Datum A là mặt đáy chức năng để gá. Datum B là mặt bên để định hướng. Lựa chọn này thể hiện điều gì?,Datum được chọn theo chức năng định vị/lắp ráp,Datum chọn ngẫu nhiên,Datum chỉ để đo,Datum chỉ để đẹp,A,Datum nên phản ánh chức năng và phương pháp định vị.,datum = chuẩn
295,MBD,Tình huống thực tế,Advanced,"Customer cung cấp 3D PDF và STEP. Trước khi tạo derivative data, điều gì cần xác định?","Revision, authority/status và quan hệ giữa các dữ liệu",PMI và datum,Chỉ kích thước file,Chỉ tên người gửi,A,Cần xác định dữ liệu nào có thẩm quyền và revision nào hiện hành.,derivative data = dữ liệu phái sinh
296,MBD,Tình huống thực tế,Advanced,Bạn thấy STEP geometry đúng nhưng 3D PDF PMI có position khác. Hành động phù hợp nhất?,Dừng sử dụng phần mâu thuẫn và xác nhận nguồn authority,Chọn PMI nhỏ hơn,Chọn STEP vì 3D,PMI và datum,A,Mâu thuẫn authority phải được giải quyết trước khi sử dụng.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
297,MBD,Tình huống thực tế,Advanced,Một internal derivative model được sửa geometry theo yêu cầu đã phê duyệt. Cần lưu gì?,"Revision/status, người tạo/reviewer/approval và traceability về master",Chỉ file cuối,Chỉ ảnh chụp,Không cần lịch sử,A,Derivative changes cần audit trail/traceability.,traceability = khả năng truy xuất
298,Inspection,Tình huống thực tế,Advanced,"Nếu drawing yêu cầu position Ø0.10(M) nhưng CMM report chỉ có X/Y deviation mà không có đánh giá position, có đủ bằng chứng không?",Không nhất thiết,Hiệu chuẩn dụng cụ đo,Chỉ cần chữ ký,Chỉ cần ảnh,A,Cần bằng chứng đánh giá đúng yêu cầu position và datum.,datum = chuẩn
299,Inspection,Tình huống thực tế,Advanced,"Nếu một mặt có flatness 0.05, đo bằng CMM nhưng chương trình đánh giá sai datum A, kết quả có đáng tin không?",Không; flatness bản thân không cần datum nhưng setup/đánh giá phải đúng yêu cầu,Có,Hiệu chuẩn dụng cụ đo,Chỉ cần kích thước,A,"Flatness không dùng datum, nên nếu chương trình gắn datum sai thì phải xem lại; nhưng bản thân flatness vẫn là form control.",datum = chuẩn
300,Tolerance,Tình huống thực tế,Advanced,Một kích thước 40±0.1 được đo 40.100 đúng giới hạn trên. Kết luận theo dung sai kích thước thông thường?,OK,NG,Chưa đủ vì bằng limit,Kích thước danh nghĩa,A,Giá trị đúng upper limit thường vẫn nằm trong vùng chấp nhận.,limit = giới hạn kích thước
301,GD&T,Fundamentals,Intermediate,"Trong GD&T, feature nghĩa gần nhất là gì?",Đặc tính/đối tượng hình học,Vật liệu,Máy CNC,Người kiểm tra,A,Feature là đối tượng hình học được kiểm soát hoặc tham chiếu.,GD&T = dung sai hình học; feature = đặc tính hình học
302,GD&T,Fundamentals,Intermediate,Tolerance zone là gì?,Vùng không gian mà feature phải nằm trong đó,Vùng vật liệu,Vùng gia công,Vùng an toàn,A,Tolerance zone là vùng giới hạn cho phép của yêu cầu hình học.,tolerance = dung sai kích thước
303,GD&T,Form,Intermediate,Flatness 0.08 tạo vùng dung sai như thế nào?,Hai mặt phẳng song song cách nhau 0.08,Hai mặt phẳng vuông góc,Một hình cầu,Một trụ,A,Flatness tạo vùng gồm hai mặt phẳng song song.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
304,GD&T,Form,Intermediate,Circularity kiểm soát điều gì?,Biên dạng tròn của từng tiết diện,Vị trí tâm so với datum,Độ song song,Độ nhám,A,Circularity kiểm soát hình dạng từng tiết diện tròn.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
305,GD&T,Form,Advanced,Cylindricity khác circularity ở điểm nào?,Cylindricity kiểm soát toàn bộ bề mặt trụ,Cylindricity chỉ kiểm tra một tiết diện,Circularity luôn cần datum,Hai khái niệm giống nhau,A,Cylindricity kiểm soát toàn bộ bề mặt trụ.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
306,GD&T,Form,Intermediate,Straightness của line element kiểm soát gì?,Độ thẳng của phần tử đường,Độ vuông góc với datum,Đường kính,Độ nhám,A,Straightness kiểm soát độ thẳng theo cách áp dụng.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
307,GD&T,Orientation,Intermediate,Perpendicularity của surface kiểm soát gì?,Orientation của surface so với datum,Độ nhám,Đường kính,Màu,A,Perpendicularity kiểm soát quan hệ vuông góc với datum.,datum = chuẩn
308,GD&T,Orientation,Intermediate,Parallelism của surface với datum A yêu cầu gì?,Bề mặt nằm trong vùng song song với datum A,Đường kính phải đúng,Không cần datum,Độ cứng,A,Parallelism kiểm soát orientation so với datum.,datum = chuẩn
309,GD&T,Orientation,Intermediate,Angularity dùng để kiểm soát gì?,Orientation theo một góc cơ bản xác định,Đường kính,Độ nhám,Khối lượng,A,Angularity kiểm soát orientation theo góc lý thuyết.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
310,GD&T,Location,Intermediate,Position của lỗ chủ yếu kiểm soát gì?,Vị trí và hướng của axis/feature,Độ nhám,Độ cứng,Màu,A,Position là control chính cho location của feature of size.,feature = đặc tính hình học
311,GD&T,Location,Advanced,Position Ø0.20(M) của hole: hole lớn hơn MMC thì điều gì có thể xảy ra?,Có bonus tolerance,Dung sai giảm,Datum mất,Kích thước danh nghĩa đổi,A,Hole rời MMC có thể nhận bonus tolerance.,MMC = điều kiện vật liệu lớn nhất
312,GD&T,Location,Advanced,RFS nghĩa là gì?,Regardless of Feature Size,Reference Feature Standard,Radial Form System,Required Feature Size,A,RFS không tạo bonus tolerance do thay đổi kích thước feature.,feature = đặc tính hình học
313,GD&T,Limits,Advanced,MMC của shaft Ø9.90–10.00 là?,10.00,9.90,9.95,0,A,Shaft lớn nhất chứa nhiều vật liệu nhất.,MMC = điều kiện vật liệu lớn nhất
314,GD&T,Limits,Advanced,LMC của hole Ø10.00–10.10 là?,10.10,10.00,10.05,0,A,Hole lớn nhất chứa ít vật liệu nhất.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
315,GD&T,Datums,Intermediate,Datum feature là gì?,Feature thực tế được chọn làm cơ sở thiết lập datum,Kích thước bất kỳ,Vật liệu,Tên máy đo,A,Datum feature là feature thực tế dùng để thiết lập datum.,datum = chuẩn; feature = đặc tính hình học
316,GD&T,Datums,Advanced,Vì sao datum A-B-C quan trọng?,Thiết lập hệ tham chiếu và bậc tự do nhất quán,Đổi vật liệu,Đổi màu,Tăng tốc CNC,A,Datum reference frame xác lập cơ sở đánh giá hình học.,datum = chuẩn
317,GD&T,Profile,Intermediate,Profile of a surface kiểm soát gì?,Biên dạng của toàn bộ bề mặt,Chỉ độ phẳng,Chỉ đường kính,Chỉ vị trí tâm,A,Profile kiểm soát biên dạng theo vùng dung sai.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
318,GD&T,Runout,Intermediate,Circular runout kiểm tra gì?,Biến thiên chỉ thị tại từng tiết diện khi quay,Độ phẳng toàn mặt,Độ cứng,Màu,A,Circular runout đánh giá biến thiên tại circular element khi quay.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
319,GD&T,Runout,Advanced,Total runout khác circular runout thế nào?,Kiểm soát toàn bộ bề mặt trong suốt phép quay,Chỉ một tiết diện,Chỉ kích thước,Kiểm soát vị trí tương đối của feature,A,Total runout kiểm soát toàn bộ surface khi quay.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
320,GD&T,Drawing,Intermediate,Feature Control Frame dùng để làm gì?,Thể hiện yêu cầu GD&T,Thể hiện vật liệu,Đặt tên file,Tạo toolpath,A,"FCF chứa symbol, tolerance, modifier và datum reference.",datum = chuẩn; feature = đặc tính hình học
321,GD&T,Drawing,Advanced,Basic dimension thường được thể hiện bằng gì?,Khung chữ nhật,Hình tròn,Tam giác,Gạch chéo,A,Basic dimension thường được đặt trong rectangular frame.,drawing = bản vẽ; revision = phiên bản; section view = hình cắt
322,GD&T,Inspection,Advanced,Functional gage dùng để làm gì?,Mô phỏng điều kiện lắp/hoạt động để đánh giá pass/fail,Kiểm soát vị trí tương đối của feature,Đo độ cứng,Kiểm soát hướng của feature so với datum,A,Functional gage đánh giá chức năng theo điều kiện thiết kế.,gage = dụng cụ kiểm tra
323,Tolerance,Fundamentals,Intermediate,20.00 ±0.05 có upper limit là?,20.05,19.95,20.00,0.05,A,Upper limit = 20.00 + 0.05.,limit = giới hạn kích thước
324,Tolerance,Fundamentals,Intermediate,20.00 ±0.05 có lower limit là?,19.95,20.05,20.00,0.10,A,Lower limit = 20.00 − 0.05.,limit = giới hạn kích thước
325,Tolerance,Fundamentals,Intermediate,20.00 +0.03/-0.01 có total tolerance là?,0.04,0.02,0.03,0.01,A,0.03 − (−0.01) = 0.04.,tolerance = dung sai kích thước
326,Tolerance,Fits,Intermediate,Clearance fit là gì?,Luôn có khe hở,Kích thước danh nghĩa,Có thể cả hai,Không có tolerance,A,Clearance fit tạo clearance dương theo giới hạn thiết kế.,fit = kiểu lắp
327,Tolerance,Fits,Intermediate,Interference fit là gì?,Luôn có độ dôi,Kích thước danh nghĩa,Không có tolerance,Chỉ cho ren,A,Interference fit tạo độ dôi giữa mating features.,fit = kiểu lắp
328,Tolerance,Fits,Intermediate,Transition fit có thể cho kết quả nào?,Clearance hoặc interference tùy kích thước thực,Chỉ clearance,Chỉ interference,Không có giới hạn,A,Transition fit nằm giữa hai loại fit trên.,fit = kiểu lắp
329,Tolerance,Fits,Intermediate,Minimum clearance được tính thế nào?,Hole min − shaft max,Hole max − shaft min,Shaft max − hole min,Nominal − nominal,A,Đây là trường hợp xấu nhất để khe hở nhỏ nhất.,tolerance = dung sai kích thước; nominal = kích thước danh nghĩa; limit = giới hạn kích thước
330,Tolerance,Fits,Intermediate,Maximum clearance được tính thế nào?,Hole max − shaft min,Hole min − shaft max,Shaft max − hole max,Nominal − nominal,A,Hole lớn nhất kết hợp shaft nhỏ nhất cho clearance lớn nhất.,tolerance = dung sai kích thước; nominal = kích thước danh nghĩa; limit = giới hạn kích thước
331,Tolerance,Limits,Intermediate,MMC của hole thường là giới hạn nào?,Đường kính nhỏ nhất,Đường kính lớn nhất,Trung bình,Nominal,A,Hole nhỏ nhất chứa nhiều vật liệu nhất.,MMC = điều kiện vật liệu lớn nhất
332,Tolerance,Limits,Intermediate,LMC của shaft thường là giới hạn nào?,Đường kính nhỏ nhất,Đường kính lớn nhất,Trung bình,Nominal,A,Shaft nhỏ nhất chứa ít vật liệu nhất.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
333,MBD,Fundamentals,Intermediate,MBD là viết tắt của gì?,Model-Based Definition,Mechanical Basic Drawing,Material Based Data,Model Backup Document,A,MBD là phương pháp dùng model 3D làm nguồn định nghĩa sản phẩm cùng PMI.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất sản phẩm
334,MBD,PMI,Intermediate,PMI là gì?,Product Manufacturing Information,Part Model Index,Production Material Input,Process Measurement Item,A,"PMI chứa dimensions, tolerances, GD&T, notes và thông tin sản xuất phù hợp.",GD&T = dung sai hình học
335,MBD,STEP,Intermediate,STEP trong CAD chủ yếu dùng để làm gì?,Trao đổi dữ liệu CAD,Chụp màn hình,Đo CMM,Lập bảng Excel,A,STEP là chuẩn trao đổi dữ liệu CAD.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất sản phẩm; authority data = dữ liệu có thẩm quyền
336,MBD,Master Data,Advanced,Customer master data nên được quản lý thế nào?,"Bảo vệ, kiểm soát truy cập và truy xuất revision",Tự do sửa,Ghi đè,Xóa sau khi tạo derivative,A,Master data là nguồn gốc cần được bảo vệ.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất sản phẩm; authority data = dữ liệu có thẩm quyền
337,MBD,Derivative,Advanced,Derivative data là gì?,Dữ liệu nội bộ tạo/chuyển đổi từ master data,Dữ liệu không liên quan,Bản nháp không kiểm soát,File đã xóa,A,Derivative data là dữ liệu phái sinh được tạo có kiểm soát.,derivative data = dữ liệu phái sinh
338,MBD,Traceability,Advanced,Traceability tốt nên truy ngược theo chuỗi nào?,Derivative → Master → Customer PN → Customer Revision,Derivative → tên người tạo,File → màu,CNC → dao,A,Chuỗi này giúp chứng minh nguồn gốc và revision.,revision = phiên bản
339,MBD,Revision,Advanced,"Khi customer revision thay đổi, nên làm gì trước?","Xác nhận, cập nhật và đánh giá tác động theo quy trình",PMI và datum,Xóa bản cũ,Bỏ qua,A,Revision change phải được kiểm soát và đánh giá impact.,revision = phiên bản
340,MBD,Conversion,Advanced,Đổi inch sang mm trong derivative cần kiểm soát gì?,"Conversion, rounding, verification và traceability",Chỉ đổi title,Không cần review,PMI và datum,A,Chuyển đổi đơn vị có thể gây sai số và cần kiểm tra.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất sản phẩm; authority data = dữ liệu có thẩm quyền
341,MBD,Authority,Advanced,Authority data set nghĩa gần nhất là gì?,Bộ dữ liệu được chỉ định là nguồn có thẩm quyền,File tạm,Ảnh minh họa,Bản nháp,A,Authority data là nguồn chính thức được chỉ định cho yêu cầu.,authority data = dữ liệu có thẩm quyền
342,MBD,3D PDF,Intermediate,3D PDF trong workflow có thể dùng để làm gì?,Xem model và PMI trong tài liệu,Tự động tạo CNC,Tự động đo CMM,Thay QMS,A,3D PDF phù hợp để viewing/documentation theo workflow.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất sản phẩm; authority data = dữ liệu có thẩm quyền
343,CNC,Fundamentals,Intermediate,CNC là viết tắt của gì?,Computer Numerical Control,Computer Network Control,Central Number Calculation,Control New Cutting,A,CNC là điều khiển số bằng máy tính.,CNC = điều khiển số máy tính
344,CNC,Cutting,Intermediate,Feed rate là gì?,Tốc độ tiến dao,Tốc độ trục chính,Độ nhám,Độ cứng,A,Feed rate là tốc độ tiến dao.,feed rate = tốc độ chạy dao
345,CNC,Cutting,Intermediate,Spindle speed là gì?,Tốc độ quay trục chính,Tốc độ tiến dao,Độ phẳng,Dung sai,A,Spindle speed thường tính bằng rpm.,CNC = điều khiển số máy tính; feed rate = tốc độ chạy dao; cutting speed = tốc độ cắt
346,CNC,Tooling,Intermediate,Tool offset dùng để làm gì?,Bù sai lệch hình học/chiều dài/bán kính dao,Đổi vật liệu,Đổi revision,Đo độ nhám,A,Tool offset bù vị trí hoặc geometry của tool.,CNC = điều khiển số máy tính; feed rate = tốc độ chạy dao; cutting speed = tốc độ cắt
347,Inspection,Measurement,Intermediate,CMM là viết tắt của gì?,Coordinate Measuring Machine,Computer Milling Machine,Central Measurement Model,Control Material Method,A,CMM là máy đo tọa độ.,CMM = máy đo tọa độ
348,Inspection,Measurement,Intermediate,Gauge R&R đánh giá gì?,Repeatability và reproducibility của hệ thống đo,Độ cứng,Độ nhám,Tool life,A,Gauge R&R đánh giá variation của hệ thống đo.,inspection = kiểm tra; calibration = hiệu chuẩn; CMM = máy đo tọa độ
349,Drawing,Control,Intermediate,Revision history dùng để làm gì?,Theo dõi thay đổi của tài liệu,Đo đường kính,Tạo toolpath,Đổi vật liệu,A,Revision history giúp truy xuất thay đổi theo phiên bản.,revision = phiên bản
350,Drawing,Views,Intermediate,Section view dùng để làm gì?,Hiển thị cấu trúc bên trong bằng mặt cắt,Revision và trạng thái phát hành,Tạo CNC,Kích thước và dung sai,A,Section view giúp nhìn các đặc điểm bên trong bị che khuất.,section view = hình cắt
351,Drawing,Views,Intermediate,Detail view dùng để làm gì?,Phóng to vùng nhỏ để thể hiện chi tiết,Đổi revision,Đo vật liệu,Xóa datum,A,Detail view làm rõ một khu vực nhỏ của drawing.,drawing = bản vẽ
352,Material,Aluminum,Intermediate,A5052P thuộc nhóm nào?,Hợp kim nhôm,Thép carbon,Titanium,Nhựa,A,A5052P là hợp kim nhôm dạng tấm theo ký hiệu vật liệu.,material = vật liệu; alloy = hợp kim; corrosion resistance = khả năng chống ăn mòn
353,Material,Stainless,Intermediate,SUS304 là gì?,Thép không gỉ austenitic,Nhôm,Đồng,Nhựa,A,SUS304 là stainless steel phổ biến.,material = vật liệu; alloy = hợp kim; corrosion resistance = khả năng chống ăn mòn
354,Surface,Roughness,Intermediate,Ra là tham số gì?,Độ nhám bề mặt,Độ cứng,Đường kính,Position,A,Ra là tham số phổ biến mô tả surface roughness.,roughness = độ nhám
355,Surface,Treatment,Intermediate,Anodizing nhôm chủ yếu tạo gì?,Lớp oxide trên bề mặt,Lớp thép,Lớp ren,Lớp nhựa,A,Anodizing tạo lớp oxide bảo vệ/bề mặt theo quy trình.,anodizing = anod hóa
356,Surface,Treatment,Intermediate,Passivation thường áp dụng cho vật liệu nào?,Thép không gỉ,Chỉ nhôm,Chỉ nhựa,Độ nhám bề mặt,A,Passivation thường dùng cho stainless steel để cải thiện khả năng chống ăn mòn.,passivation = thụ động hóa
357,Process,Machining,Intermediate,Deburring là gì?,Loại bỏ ba via,Tăng độ nhám,Tạo ren,Đổi vật liệu,A,Deburring là công đoạn loại bỏ burr sau gia công.,process = quá trình; process parameter = thông số quá trình; capability = năng lực quá trình
358,Process,Heat Treatment,Intermediate,Heat treatment là gì?,Xử lý nhiệt để thay đổi tính chất vật liệu,Sơn,Đo kích thước,Tốc độ cắt và lượng chạy dao,A,Heat treatment dùng chu trình nhiệt để thay đổi cơ tính/cấu trúc.,process = quá trình; process parameter = thông số quá trình; capability = năng lực quá trình
359,Process,Machining,Intermediate,Milling là gì?,Gia công phay,Gia công tiện,Đo CMM,Xử lý nhiệt,A,Milling dùng dao phay quay để cắt vật liệu.,CNC = điều khiển số máy tính; feed rate = tốc độ chạy dao; cutting speed = tốc độ cắt
360,Process,Machining,Intermediate,Turning là gì?,Gia công tiện,Gia công phay,Đo độ nhám,Anodizing,A,Turning thường quay phôi và dùng dao tiện.,CNC = điều khiển số máy tính; feed rate = tốc độ chạy dao; cutting speed = tốc độ cắt
361,Process,Machining,Intermediate,Drilling là gì?,Khoan lỗ,Phay mặt,Đo profile,Đánh bóng,A,Drilling là quá trình tạo lỗ bằng mũi khoan.,process = quá trình; process parameter = thông số quá trình; capability = năng lực quá trình
362,GD&T,Scenario,Advanced,"Hole Ø10.00–10.10, position Ø0.05(M), actual Ø10.08. Bonus tolerance?",0.00,0.08,0.05,0.13,B,Bonus = 10.08 − 10.00 = 0.08.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
363,GD&T,Scenario,Advanced,"Cùng hole trên, total position tolerance khả dụng?",0.05,0.08,0.13,0.03,C,Total = 0.05 + 0.08 = 0.13.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
364,GD&T,Scenario,Advanced,"Hole Ø10.00–10.20, position Ø0.10(M), actual Ø10.15. Bonus?",0.05,0.10,0.15,0.20,C,Bonus = 10.15 − 10.00 = 0.15.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
365,Tolerance,Scenario,Intermediate,"Hole min 10.02, shaft max 9.98. Minimum clearance?",0.02,0.04,0.06,0.00,B,10.02 − 9.98 = 0.04.,tolerance = dung sai kích thước; nominal = kích thước danh nghĩa; limit = giới hạn kích thước
366,Tolerance,Scenario,Intermediate,"Hole max 10.08, shaft min 9.96. Maximum clearance?",0.08,0.12,0.14,0.04,B,10.08 − 9.96 = 0.12.,tolerance = dung sai kích thước; nominal = kích thước danh nghĩa; limit = giới hạn kích thước
367,Tolerance,Scenario,Intermediate,Kích thước 25.00 +0.04/-0.02. Lower limit?,24.98,25.02,25.00,0.06,A,25.00 − 0.02 = 24.98.,limit = giới hạn kích thước
368,Tolerance,Scenario,Intermediate,Kích thước 25.00 +0.04/-0.02. Total tolerance?,0.02,0.04,0.06,0.08,C,0.04 − (−0.02) = 0.06.,tolerance = dung sai kích thước
