no,category,subcategory,level,question,A,B,C,D,correct,explanation,terms
865,H. Xử lý bề mặt,Surface treatment & finishing,Basic,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Bead blasting thường được dùng để làm gì? (trường hợp thực hành)",Tăng hàm lượng carbon,Tạo/điều chỉnh texture bề mặt và làm sạch theo yêu cầu,Tăng kích thước danh nghĩa,Tạo lỗ xuyên,B,Hạt phun tạo texture và có thể làm sạch bề mặt.,surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
866,H. Xử lý bề mặt,Surface treatment & finishing,Basic,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Polishing khác grinding ở điểm nào? (trường hợp thực hành)",Grinding không dùng hạt mài,Polishing thường hướng tới hoàn thiện bề mặt mịn hơn với lượng bóc vật liệu nhỏ hơn,Polishing luôn bóc vật liệu nhiều hơn grinding,Polishing là xử lý nhiệt,B,Polishing thường là bước hoàn thiện với mục tiêu nhám thấp.,surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
867,H. Xử lý bề mặt,Surface treatment & finishing,Basic,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Ra trong độ nhám bề mặt là gì? (trường hợp thực hành)",Độ tròn,Độ cứng,Một tham số biểu diễn độ nhám trung bình số học theo biên dạng đo,Đường kính,C,Ra là tham số độ nhám phổ biến.,surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
868,H. Xử lý bề mặt,Surface treatment & finishing,Basic,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Vết xước định hướng sau gia công có thể ảnh hưởng gì? (trường hợp thực hành)",Mã vật liệu,Số revision,Độ nhám và chức năng tiếp xúc của bề mặt,Đơn vị bản vẽ,C,"Texture và nhám có thể ảnh hưởng làm kín, ma sát và tiếp xúc.",surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
869,H. Xử lý bề mặt,Surface treatment & finishing,Basic,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Coating PVD thường có mục đích nào? (trường hợp thực hành)",Tạo lỗ ren,Thay thế hoàn toàn vật liệu nền,Tạo lớp phủ mỏng tăng khả năng chống mài mòn/điều chỉnh tính bề mặt,Tăng khối lượng chi tiết gấp 10 lần,C,PVD tạo lớp phủ mỏng trên bề mặt để cải thiện tính năng.,surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
870,H. Xử lý bề mặt,Surface treatment & finishing,Basic,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Mạ niken thường được dùng để cải thiện gì? (trường hợp thực hành)",Tạo vật liệu ceramic bên trong,Giảm độ dày về 0,Đổi kích thước danh nghĩa tự động,"Chống ăn mòn, chống mài mòn hoặc tạo tính chất bề mặt tùy hệ mạ",D,Nickel plating có nhiều mục tiêu tùy quy trình và hệ vật liệu.,surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
871,H. Xử lý bề mặt,Surface treatment & finishing,Basic,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Mạ kẽm trên thép thường giúp gì? (trường hợp thực hành)",Làm thép thành inox,Tạo anodize,Bảo vệ thép khỏi ăn mòn bằng lớp kẽm hi sinh/bảo vệ,Tăng độ dẫn nhiệt của thép lên vô hạn,C,Kẽm có tác dụng bảo vệ thép chống ăn mòn.,surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
872,H. Xử lý bề mặt,Surface treatment & finishing,Basic,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Black oxide trên thép chủ yếu là gì? (trường hợp thực hành)",Lớp PTFE dày,Lớp nhôm nguyên chất,Tôi toàn bộ chi tiết,Lớp chuyển hóa bề mặt màu đen giúp bảo vệ nhẹ và giảm phản xạ khi kết hợp dầu phù hợp,D,"Black oxide là lớp chuyển hóa, thường cần dầu bảo vệ tùy yêu cầu.",surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
873,H. Xử lý bề mặt,Surface treatment & finishing,Basic,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Shot peening khác blasting làm sạch ở mục tiêu chính nào? (trường hợp thực hành)",Đo độ nhám,Tạo ren,Tạo ứng suất dư nén bề mặt để cải thiện khả năng chống mỏi,Tạo anodize,C,Shot peening được dùng để tạo ứng suất nén dư bề mặt.,surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
874,H. Xử lý bề mặt,Surface treatment & finishing,Basic,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Deburring là công đoạn gì? (trường hợp thực hành)",Đổi vật liệu,Loại bỏ bavia và cạnh sắc không mong muốn,Tạo dung sai mới,Đo độ cứng,B,Deburring loại bỏ phần vật liệu dư sắc.,surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
875,H. Xử lý bề mặt,Surface treatment & finishing,Basic,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Cleaning trước xử lý bề mặt quan trọng vì sao? (trường hợp thực hành)",Làm tăng đường kính,"Dầu, bụi và chất bẩn có thể làm giảm độ bám hoặc gây lỗi lớp xử lý",Tạo ren tự động,Tăng khối lượng riêng,B,Bề mặt sạch giúp quá trình xử lý ổn định và bám tốt hơn.,surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
876,H. Xử lý bề mặt,Surface treatment & finishing,Intermediate,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Anodizing nhôm tạo lớp bảo vệ chủ yếu trên bề mặt bằng cách nào? (trường hợp thực hành)",Mạ kẽm nóng,Tạo lớp oxit nhôm có kiểm soát bằng quá trình điện hóa,Phun cát tạo vật liệu mới,Tôi thép,B,Anodizing tạo lớp oxide trên nhôm bằng quá trình điện hóa.,surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
877,H. Xử lý bề mặt,Surface treatment & finishing,Intermediate,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, White anodize khác màu anodize chủ yếu ở yếu tố nào? (trường hợp thực hành)",Đổi vật liệu nền thành thép,Tạo ren mới,Thay đổi đường kính danh nghĩa,Màu/hoàn thiện bề mặt của lớp anodize,D,"Màu là đặc tính hoàn thiện, không đồng nghĩa thay đổi vật liệu nền.",surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
878,H. Xử lý bề mặt,Surface treatment & finishing,Intermediate,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Passivation inox nhằm mục đích chính gì? (trường hợp thực hành)",Tăng khả năng hình thành/duy trì màng thụ động và loại nhiễm sắt tự do phù hợp quy trình,Tăng độ cứng gấp đôi,Tạo ren,Tạo lớp nhựa,A,Passivation hỗ trợ khả năng chống ăn mòn của inox khi thực hiện đúng quy trình.,surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
879,H. Xử lý bề mặt,Surface treatment & finishing,Intermediate,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Electropolishing thường làm gì với bề mặt kim loại? (trường hợp thực hành)",Tăng độ dày nền lớn,Loại vật liệu vi mô có chọn lọc để làm bề mặt sạch và nhẵn hơn,Tăng bavia,Tạo ren sâu,B,Electropolishing có thể làm giảm nhám và cải thiện độ sạch bề mặt.,surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
880,H. Xử lý bề mặt,Surface treatment & finishing,Intermediate,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Bead blasting thường được dùng để làm gì? (trường hợp thực hành)",Tạo/điều chỉnh texture bề mặt và làm sạch theo yêu cầu,Tăng kích thước danh nghĩa,Tạo lỗ xuyên,Tăng hàm lượng carbon,A,Hạt phun tạo texture và có thể làm sạch bề mặt.,surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
881,H. Xử lý bề mặt,Surface treatment & finishing,Intermediate,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Polishing khác grinding ở điểm nào? (trường hợp thực hành)",Polishing thường hướng tới hoàn thiện bề mặt mịn hơn với lượng bóc vật liệu nhỏ hơn,Polishing luôn bóc vật liệu nhiều hơn grinding,Grinding không dùng hạt mài,Polishing là xử lý nhiệt,A,Polishing thường là bước hoàn thiện với mục tiêu nhám thấp.,surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
882,H. Xử lý bề mặt,Surface treatment & finishing,Intermediate,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Ra trong độ nhám bề mặt là gì? (trường hợp thực hành)",Độ tròn,Độ cứng,Đường kính,Một tham số biểu diễn độ nhám trung bình số học theo biên dạng đo,D,Ra là tham số độ nhám phổ biến.,surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
883,H. Xử lý bề mặt,Surface treatment & finishing,Intermediate,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Vết xước định hướng sau gia công có thể ảnh hưởng gì? (trường hợp thực hành)",Mã vật liệu,Số revision,Đơn vị bản vẽ,Độ nhám và chức năng tiếp xúc của bề mặt,D,"Texture và nhám có thể ảnh hưởng làm kín, ma sát và tiếp xúc.",surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
884,H. Xử lý bề mặt,Surface treatment & finishing,Intermediate,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Coating PVD thường có mục đích nào? (trường hợp thực hành)",Thay thế hoàn toàn vật liệu nền,Tăng khối lượng chi tiết gấp 10 lần,Tạo lớp phủ mỏng tăng khả năng chống mài mòn/điều chỉnh tính bề mặt,Tạo lỗ ren,C,PVD tạo lớp phủ mỏng trên bề mặt để cải thiện tính năng.,surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
885,H. Xử lý bề mặt,Surface treatment & finishing,Intermediate,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Mạ niken thường được dùng để cải thiện gì? (trường hợp thực hành)",Đổi kích thước danh nghĩa tự động,Giảm độ dày về 0,Tạo vật liệu ceramic bên trong,"Chống ăn mòn, chống mài mòn hoặc tạo tính chất bề mặt tùy hệ mạ",D,Nickel plating có nhiều mục tiêu tùy quy trình và hệ vật liệu.,surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
886,H. Xử lý bề mặt,Surface treatment & finishing,Intermediate,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Mạ kẽm trên thép thường giúp gì? (trường hợp thực hành)",Làm thép thành inox,Bảo vệ thép khỏi ăn mòn bằng lớp kẽm hi sinh/bảo vệ,Tạo anodize,Tăng độ dẫn nhiệt của thép lên vô hạn,B,Kẽm có tác dụng bảo vệ thép chống ăn mòn.,surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
887,H. Xử lý bề mặt,Surface treatment & finishing,Intermediate,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Black oxide trên thép chủ yếu là gì? (trường hợp thực hành)",Lớp nhôm nguyên chất,Tôi toàn bộ chi tiết,Lớp chuyển hóa bề mặt màu đen giúp bảo vệ nhẹ và giảm phản xạ khi kết hợp dầu phù hợp,Lớp PTFE dày,C,"Black oxide là lớp chuyển hóa, thường cần dầu bảo vệ tùy yêu cầu.",surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
888,H. Xử lý bề mặt,Surface treatment & finishing,Intermediate,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Shot peening khác blasting làm sạch ở mục tiêu chính nào? (trường hợp thực hành)",Tạo ứng suất dư nén bề mặt để cải thiện khả năng chống mỏi,Tạo ren,Đo độ nhám,Tạo anodize,A,Shot peening được dùng để tạo ứng suất nén dư bề mặt.,surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
889,H. Xử lý bề mặt,Surface treatment & finishing,Intermediate,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Deburring là công đoạn gì? (trường hợp thực hành)",Loại bỏ bavia và cạnh sắc không mong muốn,Tạo dung sai mới,Đổi vật liệu,Đo độ cứng,A,Deburring loại bỏ phần vật liệu dư sắc.,surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
890,H. Xử lý bề mặt,Surface treatment & finishing,Intermediate,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Cleaning trước xử lý bề mặt quan trọng vì sao? (trường hợp thực hành)",Tăng khối lượng riêng,Làm tăng đường kính,Tạo ren tự động,"Dầu, bụi và chất bẩn có thể làm giảm độ bám hoặc gây lỗi lớp xử lý",D,Bề mặt sạch giúp quá trình xử lý ổn định và bám tốt hơn.,surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
891,H. Xử lý bề mặt,Surface treatment & finishing,Intermediate,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Anodizing nhôm tạo lớp bảo vệ chủ yếu trên bề mặt bằng cách nào? (trường hợp thực hành)",Phun cát tạo vật liệu mới,Tôi thép,Tạo lớp oxit nhôm có kiểm soát bằng quá trình điện hóa,Mạ kẽm nóng,C,Anodizing tạo lớp oxide trên nhôm bằng quá trình điện hóa.,surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
892,H. Xử lý bề mặt,Surface treatment & finishing,Intermediate,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, White anodize khác màu anodize chủ yếu ở yếu tố nào? (trường hợp thực hành)",Tạo ren mới,Màu/hoàn thiện bề mặt của lớp anodize,Đổi vật liệu nền thành thép,Thay đổi đường kính danh nghĩa,B,"Màu là đặc tính hoàn thiện, không đồng nghĩa thay đổi vật liệu nền.",surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
893,H. Xử lý bề mặt,Surface treatment & finishing,Intermediate,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Passivation inox nhằm mục đích chính gì? (trường hợp thực hành)",Tăng khả năng hình thành/duy trì màng thụ động và loại nhiễm sắt tự do phù hợp quy trình,Tăng độ cứng gấp đôi,Tạo lớp nhựa,Tạo ren,A,Passivation hỗ trợ khả năng chống ăn mòn của inox khi thực hiện đúng quy trình.,surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
894,H. Xử lý bề mặt,Surface treatment & finishing,Intermediate,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Electropolishing thường làm gì với bề mặt kim loại? (trường hợp thực hành)",Tăng độ dày nền lớn,Tạo ren sâu,Loại vật liệu vi mô có chọn lọc để làm bề mặt sạch và nhẵn hơn,Tăng bavia,C,Electropolishing có thể làm giảm nhám và cải thiện độ sạch bề mặt.,surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
895,H. Xử lý bề mặt,Surface treatment & finishing,Intermediate,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Bead blasting thường được dùng để làm gì? (trường hợp thực hành)",Tăng hàm lượng carbon,Tạo lỗ xuyên,Tạo/điều chỉnh texture bề mặt và làm sạch theo yêu cầu,Tăng kích thước danh nghĩa,C,Hạt phun tạo texture và có thể làm sạch bề mặt.,surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
896,H. Xử lý bề mặt,Surface treatment & finishing,Intermediate,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Polishing khác grinding ở điểm nào? (trường hợp thực hành)",Polishing luôn bóc vật liệu nhiều hơn grinding,Polishing là xử lý nhiệt,Grinding không dùng hạt mài,Polishing thường hướng tới hoàn thiện bề mặt mịn hơn với lượng bóc vật liệu nhỏ hơn,D,Polishing thường là bước hoàn thiện với mục tiêu nhám thấp.,surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
897,H. Xử lý bề mặt,Surface treatment & finishing,Intermediate,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Ra trong độ nhám bề mặt là gì? (trường hợp thực hành)",Đường kính,Một tham số biểu diễn độ nhám trung bình số học theo biên dạng đo,Độ cứng,Độ tròn,B,Ra là tham số độ nhám phổ biến.,surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
898,H. Xử lý bề mặt,Surface treatment & finishing,Intermediate,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Vết xước định hướng sau gia công có thể ảnh hưởng gì? (trường hợp thực hành)",Độ nhám và chức năng tiếp xúc của bề mặt,Đơn vị bản vẽ,Số revision,Mã vật liệu,A,"Texture và nhám có thể ảnh hưởng làm kín, ma sát và tiếp xúc.",surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
899,H. Xử lý bề mặt,Surface treatment & finishing,Intermediate,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Coating PVD thường có mục đích nào? (trường hợp thực hành)",Tạo lỗ ren,Tạo lớp phủ mỏng tăng khả năng chống mài mòn/điều chỉnh tính bề mặt,Tăng khối lượng chi tiết gấp 10 lần,Thay thế hoàn toàn vật liệu nền,B,PVD tạo lớp phủ mỏng trên bề mặt để cải thiện tính năng.,surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
900,H. Xử lý bề mặt,Surface treatment & finishing,Intermediate,"Trong kiểm soát hoàn thiện bề mặt, Trong kiểm soát hoàn thiện bề mặt, Mạ niken thường được dùng để cải thiện gì? (trường hợp thực hành)",Tạo vật liệu ceramic bên trong,Đổi kích thước danh nghĩa tự động,"Chống ăn mòn, chống mài mòn hoặc tạo tính chất bề mặt tùy hệ mạ",Giảm độ dày về 0,C,Nickel plating có nhiều mục tiêu tùy quy trình và hệ vật liệu.,surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
901,C. Dung sai kích thước,Limits & fits,Basic,Dung sai kích thước bằng gì?,Kích thước giới hạn lớn nhất trừ kích thước giới hạn nhỏ nhất,Độ nhám nhân chiều dài,Kích thước danh nghĩa cộng hai lần đường kính,Sai lệch trên cộng sai lệch dưới luôn theo trị tuyệt đối,A,Tolerance = upper limit − lower limit.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
902,C. Dung sai kích thước,Limits & fits,Basic,Kích thước danh nghĩa dùng để làm gì?,Là kích thước thực đo duy nhất,Làm kích thước tham chiếu để xác định sai lệch/giới hạn,Là độ nhám,Là độ cứng,B,Nominal size là kích thước cơ sở của yêu cầu.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
903,C. Dung sai kích thước,Limits & fits,Basic,Allowance trong lắp ghép là gì?,Độ vuông góc,Độ chênh có chủ ý giữa kích thước hai chi tiết khi ở trạng thái giới hạn phù hợp quy ước,Độ nhám,Chiều sâu lỗ,B,Allowance mô tả độ chênh giới hạn giữa hai mating features theo quy ước.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
904,C. Dung sai kích thước,Limits & fits,Basic,Interference fit có đặc điểm gì?,Chỉ dùng cho ren,Không có tiếp xúc,Trục lớn hơn lỗ trong trạng thái lắp gây độ dôi,Luôn có khe hở lớn,C,Interference fit tạo độ dôi giữa trục và lỗ.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
905,C. Dung sai kích thước,Limits & fits,Basic,Clearance fit có đặc điểm gì?,Luôn có khe hở sau khi lắp theo giới hạn thiết kế,Luôn có độ dôi,Không thể tháo,Chỉ dùng cho hàn,A,Clearance fit có khe hở dương theo hệ giới hạn.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
906,C. Dung sai kích thước,Limits & fits,Basic,"Trong kiểm tra yêu cầu kích thước, Dung sai kích thước bằng gì?",Sai lệch trên cộng sai lệch dưới luôn theo trị tuyệt đối,Kích thước giới hạn lớn nhất trừ kích thước giới hạn nhỏ nhất,Độ nhám nhân chiều dài,Kích thước danh nghĩa cộng hai lần đường kính,B,Tolerance = upper limit − lower limit.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
907,C. Dung sai kích thước,Limits & fits,Basic,"Trong kiểm tra yêu cầu kích thước, Kích thước danh nghĩa dùng để làm gì?",Làm kích thước tham chiếu để xác định sai lệch/giới hạn,Là độ cứng,Là độ nhám,Là kích thước thực đo duy nhất,A,Nominal size là kích thước cơ sở của yêu cầu.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
908,C. Dung sai kích thước,Limits & fits,Basic,"Trong kiểm tra yêu cầu kích thước, Allowance trong lắp ghép là gì?",Độ vuông góc,Độ chênh có chủ ý giữa kích thước hai chi tiết khi ở trạng thái giới hạn phù hợp quy ước,Chiều sâu lỗ,Độ nhám,B,Allowance mô tả độ chênh giới hạn giữa hai mating features theo quy ước.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
909,C. Dung sai kích thước,Limits & fits,Basic,"Trong kiểm tra yêu cầu kích thước, Interference fit có đặc điểm gì?",Chỉ dùng cho ren,Luôn có khe hở lớn,Không có tiếp xúc,Trục lớn hơn lỗ trong trạng thái lắp gây độ dôi,D,Interference fit tạo độ dôi giữa trục và lỗ.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
910,C. Dung sai kích thước,Limits & fits,Basic,"Trong kiểm tra yêu cầu kích thước, Clearance fit có đặc điểm gì?",Luôn có độ dôi,Không thể tháo,Luôn có khe hở sau khi lắp theo giới hạn thiết kế,Chỉ dùng cho hàn,C,Clearance fit có khe hở dương theo hệ giới hạn.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
911,C. Dung sai kích thước,Limits & fits,Basic,"Trong kiểm tra yêu cầu kích thước, Trong kiểm tra yêu cầu kích thước, Dung sai kích thước bằng gì? (trường hợp thực hành)",Kích thước giới hạn lớn nhất trừ kích thước giới hạn nhỏ nhất,Độ nhám nhân chiều dài,Sai lệch trên cộng sai lệch dưới luôn theo trị tuyệt đối,Kích thước danh nghĩa cộng hai lần đường kính,A,Tolerance = upper limit − lower limit.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
912,C. Dung sai kích thước,Limits & fits,Basic,"Trong kiểm tra yêu cầu kích thước, Trong kiểm tra yêu cầu kích thước, Kích thước danh nghĩa dùng để làm gì? (trường hợp thực hành)",Là độ nhám,Là độ cứng,Là kích thước thực đo duy nhất,Làm kích thước tham chiếu để xác định sai lệch/giới hạn,D,Nominal size là kích thước cơ sở của yêu cầu.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
913,C. Dung sai kích thước,Limits & fits,Basic,"Trong kiểm tra yêu cầu kích thước, Trong kiểm tra yêu cầu kích thước, Allowance trong lắp ghép là gì? (trường hợp thực hành)",Độ chênh có chủ ý giữa kích thước hai chi tiết khi ở trạng thái giới hạn phù hợp quy ước,Chiều sâu lỗ,Độ vuông góc,Độ nhám,A,Allowance mô tả độ chênh giới hạn giữa hai mating features theo quy ước.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
914,C. Dung sai kích thước,Limits & fits,Basic,"Trong kiểm tra yêu cầu kích thước, Trong kiểm tra yêu cầu kích thước, Interference fit có đặc điểm gì? (trường hợp thực hành)",Chỉ dùng cho ren,Không có tiếp xúc,Luôn có khe hở lớn,Trục lớn hơn lỗ trong trạng thái lắp gây độ dôi,D,Interference fit tạo độ dôi giữa trục và lỗ.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
915,C. Dung sai kích thước,Limits & fits,Basic,"Trong kiểm tra yêu cầu kích thước, Trong kiểm tra yêu cầu kích thước, Clearance fit có đặc điểm gì? (trường hợp thực hành)",Luôn có độ dôi,Luôn có khe hở sau khi lắp theo giới hạn thiết kế,Không thể tháo,Chỉ dùng cho hàn,B,Clearance fit có khe hở dương theo hệ giới hạn.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
916,C. Dung sai kích thước,Limits & fits,Basic,"Trong kiểm tra yêu cầu kích thước, Trong kiểm tra yêu cầu kích thước, Dung sai kích thước bằng gì? (trường hợp thực hành)",Độ nhám nhân chiều dài,Kích thước giới hạn lớn nhất trừ kích thước giới hạn nhỏ nhất,Kích thước danh nghĩa cộng hai lần đường kính,Sai lệch trên cộng sai lệch dưới luôn theo trị tuyệt đối,B,Tolerance = upper limit − lower limit.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
917,C. Dung sai kích thước,Limits & fits,Basic,"Trong kiểm tra yêu cầu kích thước, Trong kiểm tra yêu cầu kích thước, Kích thước danh nghĩa dùng để làm gì? (trường hợp thực hành)",Là độ nhám,Làm kích thước tham chiếu để xác định sai lệch/giới hạn,Là độ cứng,Là kích thước thực đo duy nhất,B,Nominal size là kích thước cơ sở của yêu cầu.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
918,C. Dung sai kích thước,Limits & fits,Basic,"Trong kiểm tra yêu cầu kích thước, Trong kiểm tra yêu cầu kích thước, Allowance trong lắp ghép là gì? (trường hợp thực hành)",Độ chênh có chủ ý giữa kích thước hai chi tiết khi ở trạng thái giới hạn phù hợp quy ước,Chiều sâu lỗ,Độ nhám,Độ vuông góc,A,Allowance mô tả độ chênh giới hạn giữa hai mating features theo quy ước.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
919,C. Dung sai kích thước,Limits & fits,Basic,"Trong kiểm tra yêu cầu kích thước, Trong kiểm tra yêu cầu kích thước, Interference fit có đặc điểm gì? (trường hợp thực hành)",Không có tiếp xúc,Luôn có khe hở lớn,Trục lớn hơn lỗ trong trạng thái lắp gây độ dôi,Chỉ dùng cho ren,C,Interference fit tạo độ dôi giữa trục và lỗ.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
920,C. Dung sai kích thước,Limits & fits,Basic,"Trong kiểm tra yêu cầu kích thước, Trong kiểm tra yêu cầu kích thước, Clearance fit có đặc điểm gì? (trường hợp thực hành)",Luôn có khe hở sau khi lắp theo giới hạn thiết kế,Luôn có độ dôi,Chỉ dùng cho hàn,Không thể tháo,A,Clearance fit có khe hở dương theo hệ giới hạn.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
921,D. GD&T,Fundamentals,Intermediate,Flatness kiểm soát điều gì?,"Độ phẳng của một bề mặt, không cần datum",Độ đồng tâm,Kích thước ren,Vị trí so với datum,A,Flatness controls a surface between two parallel planes.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
922,D. GD&T,Fundamentals,Intermediate,Straightness của một surface element kiểm soát gì?,Độ thẳng của phần tử đường trên bề mặt,Độ phẳng toàn mặt,Độ vuông góc với datum,Vị trí lỗ,A,Surface straightness can control line elements without a datum.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
